5473.814724	0.36566963	32.2228964	235.8554515	39.44425393	47.71729171	0.203735661
5081.905792	0.333352243	36.02529464	206.4482925	44.28759735	43.82208174	0.20672779
5016.126987	0.385793467	35.79493648	230.7550047	43.62918813	42.82407359	0.180184688
5335.913376	0.389817331	31.35053074	203.2586913	37.46728857	50.50598623	0.207544754
5014.632359	0.336976205	32.95154107	210.2668677	40.7569471	39.11165304	0.224713304
4962.09754	0.329713201	32.49517412	217.1994638	37.55316644	50.21717963	0.175041953
5038.278498	0.35109267	32.43486286	222.4761756	38.54855068	38.275398	0.18528517
5340.546882	0.333930779	34.5683764	208.1894932	36.91918622	52.95970493	0.226564028
5332.957507	0.360651695	33.11365699	222.8080392	39.36119494	45.1611041	0.219714214
5104.964889	0.394890672	37.62695351	244.2434347	43.13729359	52.30769235	0.228105783
4602.157613	0.338195729	36.09370832	215.428294	40.65497673	48.89974351	0.209720696
5142.970593	0.341916365	38.06893117	219.4479913	37.25921408	44.31431729	0.19876973
4872.957167	0.388380064	34.70157215	246.107139	44.80113454	51.97691215	0.178064006
4937.485376	0.332316158	34.98738209	220.2747574	41.53549281	53.53266686	0.173955419
5291.80028	0.384551952	34.90206227	232.6593044	44.58673781	46.63035562	0.224534027
4553.141886	0.324889589	34.53967434	230.2023314	41.00726898	53.17085122	0.236096898
4846.421761	0.37958739	37.21863808	224.3856434	42.94559937	37.62727623	0.176171961
4715.915736	0.388527384	35.47983489	208.6972982	43.15002379	40.12268648	0.174899431
4950.792207	0.392356644	33.21650696	235.9362597	40.36235611	45.82169599	0.190594161
4770.959492	0.377016024	37.5978198	247.4580079	44.03782177	55.44616266	0.188787315
4531.655741	0.326320531	32.44941468	246.6867179	40.35333729	47.84280545	0.17017983
5378.035712	0.336019401	33.72743637	206.9589497	44.81760282	39.69989157	0.182900944
5110.849129	0.39424919	34.26639454	229.5149579	39.50151857	43.5658705	0.209084709
4508.933993	0.330909272	36.21916421	238.3436781	41.85100616	54.00450837	0.203379255
5495.678735	0.357799534	33.51844048	226.4960989	38.22407738	55.16461136	0.229519826
4784.75774	0.338107704	34.43718849	233.6194305	40.64847484	53.54736265	0.195430692
5033.743132	0.37036842	31.90979726	233.9001391	44.13571322	47.43728614	0.193626441
4546.392227	0.367675942	37.67457473	217.5534847	43.11852985	50.2087291	0.184157726
5336.655478	0.327513677	34.30084107	211.2719377	41.40301099	54.41697274	0.200829184
4677.171187	0.333592775	36.68940673	247.05662	42.06726864	49.85904297	0.217038796
5222.706046	0.395275138	34.03633967	232.0837545	42.27876285	45.98584989	0.227866609
5059.031833	0.395766955	32.0302927	243.5976132	42.01612403	55.52126409	0.209309341
5424.276923	0.370499504	37.15944955	221.5169145	44.23848488	42.04507064	0.233865519
5427.046171	0.369185289	36.71448127	225.6766414	38.95416053	39.37254464	0.239235641
5258.097132	0.327369066	35.78445739	235.2628659	44.04184274	50.79156084	0.202680519
4563.823458	0.361247691	35.76767923	244.8595297	37.22487661	54.3310521	0.236381215
4706.694829	0.370888089	32.83096021	246.739427	38.14910804	46.48815036	0.234921263
4606.317099	0.389470492	36.38945874	239.272652	40.94366626	49.24915941	0.240973497
5391.950222	0.356442086	37.01696905	207.1517024	43.96341915	53.23696733	0.206634858
4627.034446	0.358259754	37.75989759	232.7867893	39.5257177	54.89124015	0.168674893
4525.438744	0.393932913	37.37377562	237.5869158	37.84520801	41.46501739	0.243197219
4741.381558	0.342604984	33.09917858	204.2388604	43.9422831	42.48373346	0.20697081
4732.765517	0.326726068	33.28150981	202.8228327	41.02840117	46.51857878	0.166748325
4686.7952	0.324980261	36.03761173	223.3827968	43.50372438	40.35617945	0.173483573
5068.186873	0.335735366	33.00804248	240.0932997	44.11809942	39.74785174	0.216541838
5346.489764	0.334886666	31.8943711	216.7858378	37.3503246	53.8298558	0.20494096
5347.445586	0.331907559	34.80202876	212.4091203	40.68107786	47.86516345	0.17511945
4934.646313	0.364008662	33.35658568	209.1991297	38.22954086	55.50412942	0.23795488
5466.709365	0.385289924	34.75089551	236.2769073	44.78939929	53.75186576	0.232194745
5282.754687	0.357226257	36.75861596	225.2260356	41.53076954	41.08573685	0.215970457
5223.276025	0.349588733	35.41308237	215.8604742	42.85331861	51.64647768	0.165926274
4639.679703	0.37869116	34.27592688	242.4803826	43.45197473	56.24638537	0.197489084
